analysis_record_id,analysis_set,analysis_role,input_id,source_decision_id,source_pair,study_id,construct_1,construct_2,construct_pair,construct_pair_canonical,construct_pair_direction,r_value,r_numeric,r_abs,r_source,statistic_family,evidence_type,is_source_reported_or_direct,is_model_derived_or_converted,include_primary,include_expanded,include_sensitivity,sample_size,sample_size_numeric,country,education_level,user_role,ai_type,common_method_bias,theoretical_framework,significance,confidence,consensus_basis,conversion_rule,override_rule,source_location,source_artifact,source_locator,notes,freeze_tier,include_primary_model_ready,freeze_decision,substitution_scenario,substitution_action,substitution_source_task_unit_id,substitution_review_priority,substitution_model_id,substitution_original_r_numeric,substitution_r_numeric,substitution_delta,sample_size_original,sample_size_numeric_original,sample_size_reconciliation_status,sample_size_reconciliation_source,sample_size_reconciliation_rule,sample_size_reconciliation_note,masem_n_weighted_eligibility,sample_size_pdf_override_original_status,sample_size_pdf_override_value,sample_size_pdf_override_source,sample_size_pdf_override_status,sample_size_pdf_override_note
PAPER_A_SRC_CORR_20260614_S004_BI-FC,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_BI-FC,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,BI,FC,BI-FC,BI-FC,canonical source-correction proposal,0.644,0.644,0.644,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.644,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_BI-PE,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_BI-PE,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,BI,PE,BI-PE,BI-PE,canonical source-correction proposal,0.667,0.667,0.667,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.667,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_BI-SI,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_BI-SI,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,BI,SI,BI-SI,BI-SI,canonical source-correction proposal,0.668,0.668,0.668,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.668,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_BI-TRU,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_BI-TRU,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,BI,TRU,BI-TRU,BI-TRU,canonical source-correction proposal,0.630,0.630,0.63,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.630,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_BI-UB,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_BI-UB,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,BI,UB,BI-UB,BI-UB,canonical source-correction proposal,0.751,0.751,0.751,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.751,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_EE-FC,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_EE-FC,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,EE,FC,EE-FC,EE-FC,canonical source-correction proposal,0.664,0.664,0.664,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.664,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_EE-PE,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_EE-PE,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,EE,PE,EE-PE,EE-PE,canonical source-correction proposal,0.697,0.697,0.697,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.697,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_EE-SI,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_EE-SI,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,EE,SI,EE-SI,EE-SI,canonical source-correction proposal,0.610,0.610,0.61,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.610,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_EE-TRU,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_EE-TRU,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,EE,TRU,EE-TRU,EE-TRU,canonical source-correction proposal,0.520,0.520,0.52,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.520,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_EE-UB,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_EE-UB,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,EE,UB,EE-UB,EE-UB,canonical source-correction proposal,0.607,0.607,0.607,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.607,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_FC-PE,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_FC-PE,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,FC,PE,FC-PE,FC-PE,canonical source-correction proposal,0.676,0.676,0.676,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.676,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_FC-SI,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_FC-SI,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,FC,SI,FC-SI,FC-SI,canonical source-correction proposal,0.590,0.590,0.59,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.590,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
PAPER_A_SRC_CORR_20260614_S004_FC-TRU,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_FC-TRU,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,FC,TRU,FC-TRU,FC-TRU,canonical source-correction proposal,0.533,0.533,0.533,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,add_source_visible_non_candidate,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=add_source_visible_non_candidate. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,add_source_visible_non_candidate,,researcher_confirmed_source_correction_rule,,,0.533,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
