study_id,phase_block,pair,title,freeze_terminal_status,n_frozen_rows,row_application_source,status_source,freeze_authorization_status,qa_status,caveat_status,next_action,evidence_basis,notes
S140,phase2,Pair C,"Trust in Generative AI Tools: A Comparative Study of Higher Education Students,",included_frozen_reference,1,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,metadata_status_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 1 of 1 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S141,phase1,Pair B,Artificial Intelligence Adoption Amongst Digitally Proficient Trainee Teachers:,included_frozen_reference,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S142,phase1,Pair B,Exploring the Determinants of the Sustainable Use of Artificial Intelligence in,included_frozen_reference,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S143,phase2,Pair D,Sustainable AI Solutions for Empowering Visually Impaired Students: The Role of,included_frozen_reference,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S144,phase1,Pair B,Research Article A detailed examination of faculty acceptance of artificial inte,excluded_or_no_target_frozen_status,0,,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_status_only,excluded_or_no_target_status_caveat,Retain status-only handling in frozen reference; do not generate target rows for this study.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=excluded_from_masem_correlation_contribution_status_draft; final_freeze_handling=Carry E-FT1/no-target status draft into final full-corpus freeze application/QA; verify no target rows are retained; keep Step 5 inactive.; notes=Coder notes and lightweight PDF check indicate descriptive statistics and non-parametric group comparisons only; no inter-construct target matrix.; exclusion_code=E-FT1; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S146,phase1,Pair B,The Role of Learning Motivation Factors in Deepseek Generative AI Adoption among,included_frozen_reference,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S148,phase2,Pair C,Student acceptance of ChatGPT in higher education: A mixed-method study of attit,included_frozen_reference,5,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S149,phase2,Pair D,Measuring Graduate Students' Use of ChatGPT in Academic Writing Based on the Tec,included_frozen_reference,5,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,metadata_status_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 5 of 5 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S150,phase2,Pair D,The Use of Artificial Intelligence in Accounting Classes: Behavioral Insights fr,included_frozen_reference,4,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S151,phase1,Pair A,Perceived Ease of Use and Usefulness in AI-Generated Content Adoption: Gender as,included_frozen_reference,10,partial_phase1_application_completion_rows; source_checked_or_logged_reference_draft_rows,phase1_high_confidence_reference_draft_status_20260608.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,partial_phase1_completion_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,draft_status=included_partial_row_draft; decision_summary=Use source-reported FC-UB=.558; preserve three-decimal precision.; notes=Partial value decision only; UB wording flag retained. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S152,phase2,Pair C,Mapping Edifying Territories: A Cross-Sectional Study on the Dynamics Influencin,included_frozen_reference,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S153,phase2,Pair C,Investigating student acceptance of an academic advising chatbot in higher educa,included_frozen_reference,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
