task_unit_id,study_id,denominator_family,source_condition,field_key,construct_pair,expected_answer_type,available_model_count,available_models,model_coverage_status,answer_state_count,cross_model_behavior_disagreement,correct_models,incorrect_models,abstaining_models,primary_score_status,primary_is_correct,primary_answer_state,review_priority,triage_signals
P2-TASK-03657,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-TRU,ANX-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03658,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-UB,ANX-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03659,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-AUT,ATT-AUT,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03660,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-BI,ATT-BI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03661,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-EE,ATT-EE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03662,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-FC,ATT-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03663,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-PE,ATT-PE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03664,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-SE,ATT-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03665,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-SI,ATT-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03666,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-TRA,ATT-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03667,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-TRU,ATT-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03668,S225,absence_or_blank_consensus,blank_or_absence_consensus,ATT-UB,ATT-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03669,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-BI,AUT-BI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03670,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-EE,AUT-EE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03671,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-FC,AUT-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03672,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-PE,AUT-PE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03673,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-SE,AUT-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03674,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-SI,AUT-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03675,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-TRA,AUT-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03676,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-TRU,AUT-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03677,S225,absence_or_blank_consensus,blank_or_absence_consensus,AUT-UB,AUT-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03678,S225,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,BI-EE,BI-EE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03679,S225,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,BI-FC,BI-FC,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03680,S225,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,BI-PE,BI-PE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03681,S225,absence_or_blank_consensus,blank_or_absence_consensus,BI-SE,BI-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03682,S225,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,BI-SI,BI-SI,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03683,S225,absence_or_blank_consensus,blank_or_absence_consensus,BI-TRA,BI-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03684,S225,absence_or_blank_consensus,blank_or_absence_consensus,BI-TRU,BI-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03685,S225,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,BI-UB,BI-UB,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03686,S225,absence_or_blank_consensus,blank_or_absence_consensus,EE-FC,EE-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03687,S225,absence_or_blank_consensus,blank_or_absence_consensus,EE-PE,EE-PE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03688,S225,absence_or_blank_consensus,blank_or_absence_consensus,EE-SE,EE-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03689,S225,absence_or_blank_consensus,blank_or_absence_consensus,EE-SI,EE-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03690,S225,absence_or_blank_consensus,blank_or_absence_consensus,EE-TRA,EE-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03691,S225,absence_or_blank_consensus,blank_or_absence_consensus,EE-TRU,EE-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03692,S225,absence_or_blank_consensus,blank_or_absence_consensus,EE-UB,EE-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03693,S225,absence_or_blank_consensus,blank_or_absence_consensus,FC-PE,FC-PE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03694,S225,absence_or_blank_consensus,blank_or_absence_consensus,FC-SE,FC-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03695,S225,absence_or_blank_consensus,blank_or_absence_consensus,FC-SI,FC-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03696,S225,absence_or_blank_consensus,blank_or_absence_consensus,FC-TRA,FC-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03697,S225,absence_or_blank_consensus,blank_or_absence_consensus,FC-TRU,FC-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03698,S225,absence_or_blank_consensus,blank_or_absence_consensus,FC-UB,FC-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03699,S225,absence_or_blank_consensus,blank_or_absence_consensus,PE-SE,PE-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
