review_priority,study_id,pair,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location_present,source_packet_exists,value_found_in_source_packet_text,pdf_exists,pdf_text_status,value_found_in_pdf_text,pdf_path_local_only
p2_source_or_pdf_presence_gap,S185,PE-SI,PE,SI,0.28,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S194,BI-EE,BI,EE,0.44,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,BI-FC,BI,FC,0.49,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,BI-PE,BI,PE,-0.08,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,BI-SI,BI,SI,0.62,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,BI-UB,BI,UB,0.64,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,EE-FC,EE,FC,0.55,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,EE-PE,EE,PE,-0.1,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,EE-SI,EE,SI,0.52,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,EE-UB,EE,UB,0.49,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,FC-PE,FC,PE,-0.12,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,FC-SI,FC,SI,0.59,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,FC-UB,FC,UB,0.52,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,PE-SI,PE,SI,-0.12,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,PE-UB,PE,UB,-0.05,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,SI-UB,SI,UB,0.56,469.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S208,BI-EE,BI,EE,0.43,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p1_review_value_not_found_in_any_text,S208,BI-PE,BI,PE,0.24,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,BI-SI,BI,SI,0.46,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,BI-TRU,BI,TRU,0.52,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,EE-PE,EE,PE,0.4,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,EE-SI,EE,SI,0.36,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,EE-TRU,EE,TRU,0.39,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p1_review_value_not_found_in_any_text,S208,PE-SI,PE,SI,0.29,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p1_review_value_not_found_in_any_text,S208,PE-TRU,PE,TRU,0.29,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p1_review_value_not_found_in_any_text,S208,SI-TRU,SI,TRU,0.24,526.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p1_review_value_not_found_in_any_text,S028,ATT-BI,ATT,BI,0.87,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,ATT-EE,ATT,EE,0.63,508.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p1_review_value_not_found_in_any_text,S028,ATT-PE,ATT,PE,0.8,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p1_review_value_not_found_in_any_text,S028,ATT-SE,ATT,SE,0.72,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p1_review_value_not_found_in_any_text,S028,BI-EE,BI,EE,0.62,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,BI-PE,BI,PE,0.82,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p1_review_value_not_found_in_any_text,S028,BI-SE,BI,SE,0.68,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p1_review_value_not_found_in_any_text,S028,EE-PE,EE,PE,0.66,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p1_review_value_not_found_in_any_text,S028,EE-SE,EE,SE,0.79,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,PE-SE,PE,SE,0.74,508.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S059,ATT-BI,ATT,BI,0.9,645.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
p1_review_value_not_found_in_any_text,S059,ATT-EE,ATT,EE,0.26,645.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
p1_review_value_not_found_in_any_text,S059,ATT-PE,ATT,PE,0.29,645.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
p2_source_or_pdf_presence_gap,S059,BI-FC,BI,FC,0.13,645.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
p2_source_or_pdf_presence_gap,S059,EE-FC,EE,FC,0.93,645.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
p1_review_value_not_found_in_any_text,S059,EE-PE,EE,PE,0.17,645.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
p2_source_or_pdf_presence_gap,S145,ATT-BI,ATT,BI,0.17,374.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p1_review_value_not_found_in_any_text,S145,ATT-EE,ATT,EE,0.4,374.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,ATT-UB,ATT,UB,0.15,374.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,BI-EE,BI,EE,0.2,374.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,BI-UB,BI,UB,0.33,374.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,EE-UB,EE,UB,0.2,374.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S110,BI-EE,BI,EE,0.17,353.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p2_source_or_pdf_presence_gap,S110,BI-PE,BI,PE,0.19,353.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p2_source_or_pdf_presence_gap,S110,BI-SI,BI,SI,0.05,353.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p1_review_value_not_found_in_any_text,S072,ATT-PE,ATT,PE,0.31,500.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S072.pdf
p1_review_value_not_found_in_any_text,S219,ANX-ATT,ANX,ATT,-0.08,432.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S219.pdf
p1_review_value_not_found_in_any_text,S219,ANX-BI,ANX,BI,-0.12,432.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S219.pdf
p1_review_value_not_found_in_any_text,S219,ANX-EE,ANX,EE,-0.1,432.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S219.pdf
p1_review_value_not_found_in_any_text,S219,ANX-PE,ANX,PE,-0.07,432.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S219.pdf
p1_review_value_not_found_in_any_text,S052,BI-SI,BI,SI,0.61,524.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S052,EE-FC,EE,FC,0.55,524.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S052,EE-PE,EE,PE,0.79,524.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S052,FC-SI,FC,SI,0.41,524.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S052,PE-SI,PE,SI,0.65,524.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S111,BI-SI,BI,SI,0.8,224.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf
p1_review_value_not_found_in_any_text,S212,ATT-BI,ATT,BI,0.52,465.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
p1_review_value_not_found_in_any_text,S212,ATT-PE,ATT,PE,0.19,465.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
p1_review_value_not_found_in_any_text,S212,BI-PE,BI,PE,0.25,465.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
p1_review_value_not_found_in_any_text,S212,EE-PE,EE,PE,0.17,465.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
p1_review_value_not_found_in_any_text,S186,BI-EE,BI,EE,0.32,657.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
p1_review_value_not_found_in_any_text,S186,BI-UB,BI,UB,0.23,657.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
p1_review_value_not_found_in_any_text,S198,BI-FC,BI,FC,-0.171,520.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
p1_review_value_not_found_in_any_text,S198,EE-SI,EE,SI,-0.136,520.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
p1_review_value_not_found_in_any_text,S198,FC-PE,FC,PE,-0.027,520.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
