run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
,,,,,,,,,P2-TASK-00001,S080,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.436; source=beta; beta=0.436; p<.001 | Source/evidence note: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet.,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=36; row=2 | Source evidence: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04296,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4082 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04297,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: PE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: PE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4083 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04298,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4084 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04299,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4085 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04300,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4086 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04301,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4087 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04302,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4088 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04303,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4089 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04304,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SI-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: SI-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4090 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04305,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4091 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04306,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4092 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04307,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4093 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04308,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4094 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04309,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4095 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04310,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4096 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04311,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4097 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04312,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4098 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04313,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4099 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04314,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4100 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04315,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4101 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04316,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4102 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04317,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4103 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04318,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4104 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04319,S135,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S135 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4105 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04320,S135,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S135 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-BI | Human consensus value: source=direct; beta=0.752; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 13,Study: S135 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-BI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4106 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 13 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-04321,S135,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S135 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-EE | Human consensus value: source=direct; beta=0.45; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 13,Study: S135 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4107 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 13 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,,,,,,,template_unlocked,,,
